application_id,gender,international,gpa,Major,race,gmat,work_exp,work_industry,admission_finals,scholarship_status,funding_fee,tuition_fee
290,Male,True,3.18,STEM,NULL,600.0,4.0,Technology,notadmitted,notsponsored,0,0
291,Male,False,2.98,Business,Asian,630.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
292,Female,True,2.99,Humanities,NULL,630.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
293,Male,False,3.10,Business,White,600.0,7.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
294,Female,False,3.35,Business,Asian,670.0,5.0,Technology,admitted,notsponsored,0,75000
295,Male,False,2.95,Humanities,Asian,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
296,Male,False,3.16,Business,Asian,580.0,5.0,Consulting,notadmitted,notsponsored,0,0
297,Female,True,3.34,Humanities,NULL,570.0,5.0,Consulting,notadmitted,notsponsored,0,0
298,Male,False,3.14,Business,Black,660.0,5.0,"Financial Services",admitted,notsponsored,0,75000
299,Male,False,3.10,STEM,Asian,630.0,4.0,PE/VC,admitted,notsponsored,0,75000
300,Male,False,3.21,Humanities,White,660.0,3.0,Nonprofit/Gov,admitted,notsponsored,0,75000
301,Male,False,3.37,Business,Hispanic,690.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
302,Male,False,3.36,Business,Asian,720.0,4.0,Technology,admitted,notsponsored,0,75000
303,Male,False,3.20,Humanities,Hispanic,650.0,6.0,Technology,admitted,notsponsored,0,75000
304,Female,False,3.15,Business,Black,620.0,6.0,Consulting,admitted,notsponsored,0,75000
305,Male,False,3.53,STEM,Asian,660.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
306,Female,False,3.24,Humanities,Hispanic,660.0,6.0,Consulting,admitted,notsponsored,0,75000
307,Female,False,3.25,Humanities,Asian,710.0,6.0,Technology,admitted,notsponsored,0,75000
308,Female,False,3.34,Humanities,Asian,760.0,4.0,PE/VC,admitted,notsponsored,0,75000
309,Male,False,3.16,STEM,Asian,650.0,5.0,"Health Care",admitted,notsponsored,0,75000
310,Male,False,3.40,STEM,White,630.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
311,Male,False,3.49,Business,Other,700.0,5.0,"Investment Management",admitted,notsponsored,0,75000
312,Male,False,3.17,Humanities,Hispanic,670.0,2.0,"Investment Banking",admitted,notsponsored,0,75000
313,Male,False,3.30,Business,White,650.0,4.0,PE/VC,admitted,notsponsored,0,75000
314,Female,False,3.25,Humanities,Asian,580.0,5.0,Consulting,notadmitted,notsponsored,0,0
315,Male,False,3.33,Business,White,580.0,5.0,Consulting,notadmitted,notsponsored,0,0
316,Female,False,3.29,Humanities,Asian,700.0,4.0,"Investment Management",admitted,notsponsored,0,75000
317,Male,False,3.32,Humanities,White,700.0,6.0,PE/VC,admitted,notsponsored,0,75000
318,Female,True,3.33,STEM,NULL,680.0,4.0,"Health Care",admitted,notsponsored,0,75000
319,Female,False,3.32,Humanities,White,630.0,5.0,Consulting,admitted,notsponsored,0,75000
320,Male,False,3.03,Humanities,Asian,590.0,4.0,Consulting,notadmitted,notsponsored,0,0
321,Male,False,3.44,Business,Black,650.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
322,Female,True,3.24,STEM,NULL,610.0,5.0,Other,admitted,notsponsored,0,75000
323,Female,False,3.36,Humanities,Black,650.0,6.0,Technology,admitted,notsponsored,0,75000
324,Female,True,3.14,Humanities,NULL,580.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
325,Male,False,3.20,STEM,Asian,710.0,4.0,Other,admitted,notsponsored,0,75000
326,Male,False,3.10,Humanities,Hispanic,570.0,5.0,"Health Care",notadmitted,notsponsored,0,0
327,Male,False,3.37,Humanities,White,660.0,4.0,Consulting,admitted,notsponsored,0,75000
328,Male,True,3.31,Humanities,NULL,610.0,6.0,Technology,admitted,notsponsored,0,75000
329,Male,False,3.34,STEM,White,750.0,6.0,Other,admitted,notsponsored,0,75000
330,Male,False,3.38,Business,Asian,570.0,4.0,Other,notadmitted,notsponsored,0,0
331,Female,False,3.32,Humanities,Hispanic,600.0,5.0,"Financial Services",notadmitted,notsponsored,0,0
332,Male,True,3.33,Business,NULL,670.0,5.0,Consulting,admitted,notsponsored,0,75000
333,Male,False,3.23,STEM,White,600.0,5.0,Other,notadmitted,notsponsored,0,0
334,Male,True,3.06,STEM,NULL,630.0,5.0,"Financial Services",admitted,notsponsored,0,75000
335,Male,True,3.01,Business,NULL,570.0,7.0,"Real Estate",notadmitted,notsponsored,0,0
336,Female,False,3.21,Humanities,White,700.0,6.0,PE/VC,admitted,notsponsored,0,75000
337,Male,False,3.50,Humanities,Asian,670.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
338,Female,True,3.29,Humanities,NULL,690.0,4.0,"Financial Services",admitted,notsponsored,0,75000
339,Male,True,3.20,Business,NULL,650.0,5.0,Consulting,admitted,notsponsored,0,75000
340,Male,True,3.11,Humanities,NULL,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
341,Female,False,3.10,Business,Other,620.0,6.0,"Real Estate",admitted,notsponsored,0,75000
342,Male,False,3.39,Business,White,730.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
343,Male,True,3.28,Business,NULL,660.0,4.0,Technology,admitted,notsponsored,0,75000
344,Female,False,3.18,STEM,White,590.0,6.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
345,Female,False,2.96,Humanities,White,580.0,7.0,"Financial Services",notadmitted,notsponsored,0,0
346,Male,True,3.58,STEM,NULL,710.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
347,Female,False,3.35,STEM,White,700.0,5.0,Technology,admitted,notsponsored,0,75000
348,Male,False,3.16,STEM,Black,650.0,5.0,Technology,admitted,notsponsored,0,75000
349,Male,False,3.10,STEM,White,620.0,4.0,Other,admitted,notsponsored,0,75000
350,Male,False,3.17,STEM,Hispanic,700.0,5.0,Consulting,admitted,notsponsored,0,75000
351,Male,False,3.20,Business,Asian,690.0,5.0,Consulting,admitted,notsponsored,0,75000
352,Female,True,3.09,Humanities,NULL,660.0,6.0,"Financial Services",admitted,notsponsored,0,75000
353,Female,False,3.47,Humanities,White,760.0,4.0,Technology,admitted,notsponsored,0,75000
354,Male,False,3.24,STEM,White,630.0,6.0,Consulting,admitted,notsponsored,0,75000
355,Male,False,3.28,STEM,Black,720.0,5.0,PE/VC,admitted,notsponsored,0,75000
356,Male,False,3.37,STEM,White,690.0,5.0,Consulting,admitted,notsponsored,0,75000
357,Female,True,3.31,Humanities,NULL,630.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
358,Female,True,3.03,Humanities,NULL,660.0,5.0,Consulting,admitted,notsponsored,0,75000
359,Male,True,3.05,Humanities,NULL,580.0,3.0,Consulting,notadmitted,notsponsored,0,0
360,Male,False,3.06,Humanities,Asian,600.0,5.0,PE/VC,notadmitted,notsponsored,0,0
361,Male,False,3.41,Humanities,Black,620.0,4.0,Consulting,admitted,notsponsored,0,75000
362,Male,True,3.46,Humanities,NULL,650.0,7.0,"Health Care",admitted,notsponsored,0,75000
363,Male,False,3.16,STEM,Black,620.0,5.0,Consulting,admitted,notsponsored,0,75000
364,Male,False,3.06,Business,Other,630.0,5.0,Other,admitted,notsponsored,0,75000
365,Female,False,3.42,Humanities,White,700.0,6.0,Consulting,admitted,notsponsored,0,75000
366,Female,False,3.27,Business,White,660.0,4.0,Consulting,admitted,notsponsored,0,75000
367,Male,True,3.08,STEM,NULL,580.0,6.0,PE/VC,notadmitted,notsponsored,0,0
368,Male,False,3.27,Humanities,Black,690.0,6.0,Other,admitted,notsponsored,0,75000
369,Male,False,3.22,Business,Asian,580.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
370,Female,False,3.16,Humanities,White,620.0,5.0,Technology,admitted,notsponsored,0,75000
371,Male,True,3.39,STEM,NULL,710.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
372,Male,False,3.22,STEM,White,570.0,6.0,Other,notadmitted,notsponsored,0,0
373,Female,False,3.12,Business,Hispanic,570.0,4.0,PE/VC,notadmitted,notsponsored,0,0
374,Female,True,3.21,STEM,NULL,600.0,4.0,Consulting,notadmitted,notsponsored,0,0
375,Female,False,3.01,Humanities,Black,660.0,8.0,Technology,admitted,notsponsored,0,75000
376,Female,False,3.47,Business,Black,640.0,6.0,PE/VC,admitted,notsponsored,0,75000
377,Female,True,3.18,Business,NULL,690.0,3.0,"Financial Services",admitted,notsponsored,0,75000
378,Male,True,3.38,Humanities,NULL,680.0,7.0,CPG,admitted,notsponsored,0,75000
379,Female,False,3.11,STEM,Other,610.0,6.0,PE/VC,admitted,notsponsored,0,75000
380,Male,True,3.08,Humanities,NULL,620.0,6.0,Technology,admitted,notsponsored,0,75000
381,Female,False,3.26,STEM,White,650.0,6.0,Consulting,admitted,notsponsored,0,75000
382,Male,False,3.21,Business,Asian,630.0,4.0,Consulting,admitted,notsponsored,0,75000
383,Female,False,3.10,Business,Asian,610.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
384,Male,True,3.17,Business,NULL,580.0,6.0,Consulting,notadmitted,notsponsored,0,0
385,Male,False,3.43,Humanities,Hispanic,660.0,4.0,CPG,admitted,notsponsored,0,75000
386,Female,False,3.31,STEM,White,620.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
387,Female,False,3.03,Humanities,Asian,590.0,5.0,Consulting,notadmitted,notsponsored,0,0
388,Female,True,3.08,STEM,NULL,630.0,5.0,"Health Care",admitted,notsponsored,0,75000
389,Female,False,3.18,Humanities,Hispanic,620.0,6.0,"Investment Management",admitted,notsponsored,0,75000
390,Male,False,3.47,Business,White,690.0,6.0,Other,admitted,notsponsored,0,75000
391,Male,False,3.42,Business,Asian,720.0,3.0,Consulting,admitted,notsponsored,0,75000
392,Female,False,3.34,Business,White,680.0,4.0,"Financial Services",admitted,notsponsored,0,75000
393,Male,True,3.37,Business,NULL,680.0,5.0,"Health Care",admitted,notsponsored,0,75000
394,Female,False,3.49,Humanities,White,690.0,5.0,"Financial Services",admitted,notsponsored,0,75000
395,Male,True,3.32,STEM,NULL,580.0,5.0,"Real Estate",notadmitted,notsponsored,0,0
396,Male,False,3.30,Humanities,Other,620.0,5.0,CPG,admitted,notsponsored,0,75000
397,Male,False,3.38,Humanities,White,680.0,4.0,"Financial Services",admitted,notsponsored,0,75000
398,Male,False,3.18,STEM,White,590.0,4.0,PE/VC,notadmitted,notsponsored,0,0
399,Female,False,3.28,STEM,Hispanic,630.0,5.0,Other,admitted,notsponsored,0,75000
400,Male,False,3.24,Humanities,White,600.0,3.0,PE/VC,notadmitted,notsponsored,0,0
401,Male,False,3.15,Humanities,Black,610.0,6.0,Consulting,admitted,notsponsored,0,75000
402,Male,False,3.16,STEM,Black,600.0,6.0,PE/VC,notadmitted,notsponsored,0,0
403,Male,True,3.22,Humanities,NULL,640.0,5.0,Other,admitted,notsponsored,0,75000
404,Female,False,3.35,Business,White,620.0,6.0,Consulting,admitted,notsponsored,0,75000
405,Female,False,3.36,Business,White,620.0,4.0,PE/VC,admitted,notsponsored,0,75000
406,Female,False,3.06,Business,White,580.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
407,Male,False,3.17,STEM,Black,660.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
408,Female,False,3.06,Business,White,610.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
409,Male,True,3.39,Humanities,NULL,670.0,7.0,"Investment Banking",admitted,notsponsored,0,75000
410,Male,False,3.44,Business,Asian,600.0,5.0,"Health Care",notadmitted,notsponsored,0,0
411,Male,False,3.14,Humanities,Asian,640.0,5.0,Consulting,admitted,notsponsored,0,75000
412,Female,False,3.29,Business,White,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
413,Female,False,3.18,Humanities,Asian,630.0,4.0,PE/VC,admitted,notsponsored,0,75000
414,Male,False,3.52,Business,Asian,730.0,6.0,PE/VC,admitted,notsponsored,0,75000
415,Male,True,3.31,Humanities,NULL,630.0,5.0,"Financial Services",admitted,notsponsored,0,75000
416,Female,False,3.13,Humanities,Asian,670.0,4.0,Technology,admitted,notsponsored,0,75000
417,Male,False,3.26,STEM,White,650.0,5.0,Consulting,admitted,notsponsored,0,75000
418,Female,False,3.07,STEM,Asian,630.0,5.0,Technology,admitted,notsponsored,0,75000
419,Male,False,3.07,Business,White,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
420,Male,True,3.11,Business,NULL,620.0,5.0,"Health Care",admitted,notsponsored,0,75000
421,Male,False,3.21,Humanities,Black,700.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
422,Male,False,3.29,Humanities,Asian,640.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
423,Male,False,3.39,Business,Asian,710.0,3.0,PE/VC,admitted,notsponsored,0,75000
424,Male,False,3.22,Business,White,650.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
425,Male,False,3.23,STEM,Black,680.0,5.0,Consulting,admitted,notsponsored,0,75000
426,Female,True,3.00,Humanities,NULL,630.0,5.0,Consulting,admitted,notsponsored,0,75000
427,Male,True,3.12,Humanities,NULL,630.0,4.0,PE/VC,admitted,notsponsored,0,75000
428,Female,False,3.23,Humanities,Black,630.0,5.0,PE/VC,admitted,notsponsored,0,75000
429,Male,True,3.34,Humanities,NULL,760.0,4.0,Consulting,admitted,notsponsored,0,75000
430,Male,False,3.18,Business,Asian,640.0,5.0,"Health Care",admitted,notsponsored,0,75000
431,Male,False,3.33,STEM,White,640.0,4.0,Consulting,admitted,notsponsored,0,75000
432,Male,False,3.56,STEM,White,710.0,6.0,Technology,admitted,notsponsored,0,75000
433,Male,False,3.13,Humanities,White,580.0,4.0,Consulting,notadmitted,notsponsored,0,0
434,Male,True,3.54,Business,NULL,690.0,4.0,PE/VC,admitted,notsponsored,0,75000
435,Female,False,3.19,STEM,Asian,690.0,5.0,"Health Care",admitted,notsponsored,0,75000
436,Male,False,3.28,STEM,Asian,680.0,5.0,Other,admitted,notsponsored,0,75000
437,Female,False,3.43,Humanities,White,770.0,5.0,Consulting,admitted,notsponsored,0,75000
438,Female,False,3.12,Humanities,Asian,600.0,3.0,Technology,notadmitted,notsponsored,0,0
439,Male,False,3.37,Humanities,White,640.0,4.0,Consulting,admitted,notsponsored,0,75000
440,Male,False,3.17,Business,White,630.0,5.0,Technology,admitted,notsponsored,0,75000
441,Female,False,3.46,STEM,White,680.0,7.0,PE/VC,admitted,notsponsored,0,75000
442,Male,True,3.25,Business,NULL,670.0,5.0,Consulting,admitted,notsponsored,0,75000
443,Female,False,3.25,STEM,White,620.0,4.0,Technology,admitted,notsponsored,0,75000
444,Female,False,3.44,Humanities,Hispanic,740.0,5.0,Technology,admitted,notsponsored,0,75000
445,Female,False,3.18,Humanities,White,570.0,5.0,"Investment Management",notadmitted,notsponsored,0,0
446,Male,True,3.22,STEM,NULL,630.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
447,Female,False,3.03,Business,Black,590.0,4.0,Consulting,notadmitted,notsponsored,0,0
448,Male,False,3.30,Business,Black,680.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
449,Male,False,3.33,Business,White,660.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
450,Male,False,3.47,Business,Asian,660.0,6.0,"Real Estate",admitted,notsponsored,0,75000
451,Male,False,3.30,Humanities,Black,610.0,5.0,Consulting,admitted,notsponsored,0,75000
452,Male,True,3.33,Business,NULL,680.0,5.0,Consulting,admitted,notsponsored,0,75000
453,Male,True,3.11,Business,NULL,570.0,4.0,Technology,notadmitted,notsponsored,0,0
454,Male,False,3.21,Humanities,Asian,650.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
455,Male,False,3.21,STEM,Black,650.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
456,Male,False,3.27,Humanities,Black,650.0,6.0,Technology,admitted,notsponsored,0,75000
457,Male,False,3.19,Business,White,650.0,5.0,Technology,admitted,notsponsored,0,75000
458,Male,False,3.43,Humanities,Asian,640.0,4.0,"Real Estate",admitted,notsponsored,0,75000
459,Female,False,3.17,Business,Other,660.0,6.0,Technology,admitted,notsponsored,0,75000
460,Male,False,3.40,Business,Asian,680.0,5.0,Consulting,admitted,notsponsored,0,75000
461,Female,False,3.35,Humanities,Asian,660.0,3.0,PE/VC,admitted,notsponsored,0,75000
462,Male,False,3.08,Humanities,White,690.0,5.0,PE/VC,admitted,notsponsored,0,75000
463,Male,True,3.46,Business,NULL,640.0,5.0,"Real Estate",admitted,notsponsored,0,75000
464,Male,False,3.28,Business,Asian,600.0,6.0,"Investment Banking",notadmitted,notsponsored,0,0
465,Female,False,3.06,STEM,White,590.0,6.0,Consulting,notadmitted,notsponsored,0,0
466,Female,False,3.37,Humanities,Asian,640.0,4.0,"Health Care",admitted,notsponsored,0,75000
467,Male,False,3.35,Business,White,760.0,5.0,"Health Care",admitted,notsponsored,0,75000
468,Female,False,3.19,Humanities,Asian,660.0,4.0,"Health Care",admitted,notsponsored,0,75000
469,Female,False,3.36,Humanities,Asian,670.0,4.0,Other,admitted,notsponsored,0,75000
470,Female,False,3.22,Humanities,White,670.0,6.0,Technology,admitted,notsponsored,0,75000
471,Male,False,3.37,Humanities,Hispanic,720.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
472,Female,False,3.17,Humanities,Black,630.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
473,Male,False,3.48,Business,Black,690.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
474,Female,False,3.34,STEM,Other,680.0,5.0,Technology,admitted,notsponsored,0,75000
475,Female,False,3.18,STEM,Hispanic,680.0,7.0,Consulting,admitted,notsponsored,0,75000
476,Female,False,3.10,Business,Asian,640.0,6.0,Consulting,admitted,notsponsored,0,75000
477,Male,True,3.13,Humanities,NULL,640.0,4.0,"Financial Services",admitted,notsponsored,0,75000
478,Male,False,3.44,Business,White,740.0,4.0,Technology,admitted,notsponsored,0,75000
479,Male,False,3.24,STEM,Hispanic,620.0,5.0,PE/VC,admitted,notsponsored,0,75000
480,Female,False,3.26,Humanities,Hispanic,670.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
481,Male,True,3.30,STEM,NULL,600.0,2.0,PE/VC,notadmitted,notsponsored,0,0
482,Female,True,3.21,STEM,NULL,590.0,6.0,PE/VC,notadmitted,notsponsored,0,0
483,Female,True,3.28,Business,NULL,600.0,6.0,Consulting,notadmitted,notsponsored,0,0
484,Female,False,3.27,Business,Other,580.0,5.0,"Financial Services",notadmitted,notsponsored,0,0
485,Female,True,3.20,STEM,NULL,610.0,5.0,"Real Estate",admitted,notsponsored,0,75000
486,Male,True,3.15,Business,NULL,600.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
487,Male,False,3.54,Humanities,Hispanic,700.0,4.0,Media/Entertainment,admitted,notsponsored,0,75000
488,Male,False,3.27,Business,White,620.0,5.0,Technology,admitted,notsponsored,0,75000
489,Male,True,3.48,STEM,NULL,680.0,3.0,Consulting,admitted,notsponsored,0,75000
490,Male,False,3.11,STEM,White,640.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
491,Male,True,3.30,Business,NULL,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
492,Male,False,3.22,Humanities,White,640.0,3.0,PE/VC,admitted,notsponsored,0,75000
493,Male,False,3.11,Business,White,570.0,3.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
494,Female,True,3.18,STEM,NULL,620.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
495,Male,False,3.15,Humanities,White,680.0,8.0,CPG,admitted,notsponsored,0,75000
496,Male,False,3.33,STEM,Hispanic,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
497,Male,False,3.28,STEM,White,680.0,4.0,PE/VC,admitted,notsponsored,0,75000
498,Male,False,3.42,Business,White,720.0,3.0,PE/VC,admitted,notsponsored,0,75000
499,Male,False,3.28,STEM,White,650.0,5.0,"Financial Services",admitted,notsponsored,0,75000
500,Male,False,3.06,STEM,Black,600.0,5.0,PE/VC,notadmitted,notsponsored,0,0
501,Female,False,3.12,Business,Black,650.0,3.0,"Financial Services",admitted,notsponsored,0,75000
502,Male,False,2.96,Humanities,Black,620.0,5.0,PE/VC,admitted,notsponsored,0,75000
503,Female,False,3.55,Business,Asian,640.0,6.0,Other,admitted,notsponsored,0,75000
504,Female,False,3.37,Humanities,Black,640.0,4.0,Technology,admitted,notsponsored,0,75000
505,Male,True,3.27,STEM,NULL,620.0,6.0,Consulting,admitted,notsponsored,0,75000
506,Male,True,3.11,STEM,NULL,590.0,5.0,Consulting,notadmitted,notsponsored,0,0
507,Female,False,3.33,STEM,White,660.0,5.0,Technology,admitted,notsponsored,0,75000
508,Female,False,3.28,Humanities,Asian,690.0,4.0,Technology,admitted,notsponsored,0,75000
509,Male,False,3.20,STEM,Asian,650.0,6.0,PE/VC,admitted,notsponsored,0,75000
510,Male,False,3.06,Humanities,White,630.0,5.0,Technology,admitted,notsponsored,0,75000
511,Female,False,3.51,STEM,Asian,780.0,5.0,PE/VC,admitted,sponsored,50000,25000
512,Female,True,3.47,Business,NULL,650.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
513,Female,False,3.13,STEM,Asian,620.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
514,Male,False,3.18,STEM,Asian,620.0,4.0,Consulting,admitted,notsponsored,0,75000
515,Male,False,3.17,Business,Other,610.0,4.0,Consulting,admitted,notsponsored,0,75000
516,Male,False,3.32,Humanities,White,630.0,5.0,Consulting,admitted,notsponsored,0,75000
517,Male,True,3.31,Business,NULL,700.0,4.0,"Health Care",admitted,notsponsored,0,75000
